시도명,시군구명,읍면동명,리명,순위,생성일자,삭제일자,과거법정동코드
경기도,평택시,고덕면,방축리,8.0,1995-05-10,,
경기도,평택시,고덕면,여염리,9.0,1995-05-10,,
경기도,평택시,고덕면,좌교리,11.0,1995-05-10,,
경기도,평택시,오성면,,32.0,1995-05-10,,
경기도,평택시,오성면,숙성리,1.0,1995-05-10,,
경기도,평택시,오성면,교포리,2.0,1995-05-10,,
경기도,평택시,오성면,신리,3.0,1995-05-10,,
경기도,평택시,오성면,안화리,4.0,1995-05-10,,
경기도,평택시,오성면,양교리,5.0,1995-05-10,,
경기도,평택시,오성면,죽리,6.0,1995-05-10,,
경기도,평택시,오성면,길음리,7.0,1995-05-10,,
경기도,평택시,오성면,당거리,8.0,1995-05-10,,
경기도,평택시,오성면,창내리,9.0,1995-05-10,,
경기도,평택시,현덕면,,35.0,1995-05-10,,
경기도,평택시,현덕면,도대리,1.0,1995-05-10,,
경기도,평택시,현덕면,운정리,2.0,1995-05-10,,
경기도,평택시,현덕면,화양리,3.0,1995-05-10,,
경기도,평택시,현덕면,황산리,4.0,1995-05-10,,
경기도,평택시,현덕면,인광리,5.0,1995-05-10,,
경기도,평택시,현덕면,덕목리,6.0,1995-05-10,,
경기도,평택시,현덕면,신왕리,7.0,1995-05-10,,
경기도,평택시,현덕면,대안리,8.0,1995-05-10,,
경기도,평택시,현덕면,기산리,9.0,1995-05-10,,
경기도,평택시,현덕면,권관리,10.0,1995-05-10,,
경기도,평택시,현덕면,장수리,11.0,1995-05-10,,
경기도,평택시,현덕면,방축리,12.0,1995-05-10,,
경기도,동두천시,,,19.0,1988-04-23,,
경기도,동두천시,송내동,,1.0,1998-11-30,,
경기도,동두천시,지행동,,2.0,1998-11-30,,
경기도,동두천시,생연동,,3.0,1998-11-30,,
경기도,동두천시,광암동,,4.0,1998-11-30,,
경기도,동두천시,걸산동,,5.0,1988-04-23,,
경기도,동두천시,보산동,,6.0,1988-04-23,,
경기도,동두천시,동두천동,,7.0,1998-11-30,,
경기도,동두천시,안흥동,,8.0,1998-11-30,,
경기도,동두천시,상봉암동,,9.0,1988-04-23,,
경기도,동두천시,하봉암동,,10.0,1988-04-23,,
경기도,동두천시,탑동동,,11.0,1998-11-30,,
경기도,동두천시,상패동,,12.0,1988-04-23,,
경기도,안산시,,,20.0,1988-04-23,,
경기도,안산시상록구,,,1.0,2002-11-01,,
경기도,안산시상록구,일동,,1.0,2002-11-01,,
경기도,안산시상록구,이동,,2.0,2002-11-01,,
경기도,안산시상록구,사동,,3.0,2002-11-01,,
경기도,안산시상록구,본오동,,4.0,2002-11-01,,
경기도,안산시상록구,팔곡이동,,5.0,2002-11-01,,
경기도,안산시상록구,양상동,,6.0,2002-11-01,,
경기도,안산시상록구,부곡동,,7.0,2002-11-01,,
경기도,안산시상록구,성포동,,8.0,2002-11-01,,
경기도,안산시상록구,월피동,,9.0,2002-11-01,,
경기도,안산시상록구,팔곡일동,,10.0,2002-11-01,,
경기도,안산시상록구,건건동,,11.0,2002-11-01,,
경기도,안산시상록구,사사동,,12.0,2002-11-01,,
경기도,안산시상록구,수암동,,13.0,2002-11-01,,
경기도,안산시상록구,장상동,,14.0,2002-11-01,,
경기도,안산시상록구,장하동,,15.0,2002-11-01,,
경기도,안산시단원구,,,2.0,2002-11-01,,
경기도,안산시단원구,고잔동,,1.0,2002-11-01,,
경기도,안산시단원구,와동,,2.0,2002-11-01,,
경기도,안산시단원구,신길동,,3.0,2002-11-01,,
경기도,안산시단원구,성곡동,,4.0,2002-11-01,,
경기도,안산시단원구,원시동,,5.0,2002-11-01,,
경기도,안산시단원구,목내동,,6.0,2002-11-01,,
경기도,안산시단원구,초지동,,7.0,2002-11-01,,
경기도,안산시단원구,원곡동,,8.0,2002-11-01,,
경기도,안산시단원구,선부동,,9.0,2002-11-01,,
경기도,안산시단원구,대부동동,,10.0,2002-11-01,,
경기도,안산시단원구,대부북동,,11.0,2002-11-01,,
경기도,안산시단원구,대부남동,,12.0,2002-11-01,,
경기도,안산시단원구,선감동,,13.0,2002-11-01,,
경기도,안산시단원구,풍도동,,14.0,2002-11-01,,
경기도,안산시단원구,화정동,,15.0,2002-11-01,,
경기도,고양시,,,21.0,1992-05-04,,
경기도,고양시덕양구,,,22.0,1996-03-01,,
경기도,고양시덕양구,주교동,,1.0,1996-03-01,,
경기도,고양시덕양구,원당동,,2.0,1996-03-01,,
경기도,고양시덕양구,신원동,,3.0,1996-03-01,,
경기도,고양시덕양구,원흥동,,4.0,1996-03-01,,
경기도,고양시덕양구,도내동,,5.0,1996-03-01,,
경기도,고양시덕양구,성사동,,6.0,1996-03-01,,
경기도,고양시덕양구,북한동,,7.0,1996-03-01,,
경기도,고양시덕양구,효자동,,8.0,1996-03-01,,
경기도,고양시덕양구,지축동,,9.0,1996-03-01,,
경기도,고양시덕양구,오금동,,10.0,1996-03-01,,
경기도,고양시덕양구,삼송동,,11.0,1996-03-01,,
경기도,고양시덕양구,동산동,,12.0,1996-03-01,,
경기도,고양시덕양구,용두동,,13.0,1996-03-01,,
경기도,고양시덕양구,벽제동,,14.0,1996-03-01,,
경기도,고양시덕양구,선유동,,15.0,1996-03-01,,
경기도,고양시덕양구,고양동,,16.0,1996-03-01,,
경기도,고양시덕양구,대자동,,17.0,1996-03-01,,
경기도,고양시덕양구,관산동,,18.0,1996-03-01,,
경기도,고양시덕양구,내유동,,19.0,1996-03-01,,
경기도,고양시덕양구,토당동,,20.0,1996-03-01,,
경기도,고양시덕양구,내곡동,,21.0,1996-03-01,,
경기도,고양시덕양구,대장동,,22.0,1996-03-01,,
경기도,고양시덕양구,화정동,,23.0,1996-10-21,,
경기도,고양시덕양구,강매동,,24.0,1996-03-01,,
경기도,고양시덕양구,행주내동,,25.0,1996-03-01,,
경기도,고양시덕양구,행주외동,,26.0,1996-03-01,,
경기도,고양시덕양구,신평동,,27.0,1996-03-01,,
경기도,고양시덕양구,행신동,,28.0,1996-03-01,,
경기도,고양시덕양구,화전동,,29.0,1996-03-01,,
경기도,고양시덕양구,현천동,,30.0,1996-03-01,,
경기도,고양시덕양구,덕은동,,31.0,1996-03-01,,
경기도,고양시덕양구,향동동,,32.0,1996-03-01,,
경기도,고양시일산동구,,,1.0,2005-05-16,,
경기도,고양시일산동구,식사동,,1.0,2005-05-16,,
경기도,고양시일산동구,중산동,,1.0,2005-05-16,,
경기도,고양시일산동구,정발산동,,1.0,2005-05-16,,
경기도,고양시일산동구,장항동,,1.0,2005-05-16,,
경기도,고양시일산동구,마두동,,1.0,2005-05-16,,
경기도,고양시일산동구,백석동,,1.0,2005-05-16,,
경기도,고양시일산동구,풍동,,1.0,2005-05-16,,
경기도,고양시일산동구,산황동,,1.0,2005-05-16,,
경기도,고양시일산동구,사리현동,,1.0,2005-05-16,,
경기도,고양시일산동구,지영동,,1.0,2005-05-16,,
경기도,고양시일산동구,설문동,,1.0,2005-05-16,,
경기도,고양시일산동구,문봉동,,1.0,2005-05-16,,
경기도,고양시일산동구,성석동,,1.0,2005-05-16,,
경기도,고양시일산서구,,,1.0,2005-05-16,,
경기도,고양시일산서구,일산동,,1.0,2005-05-16,,
경기도,고양시일산서구,주엽동,,1.0,2005-05-16,,
경기도,고양시일산서구,탄현동,,1.0,2005-05-16,,
경기도,고양시일산서구,대화동,,1.0,2005-05-16,,
경기도,고양시일산서구,덕이동,,1.0,2005-05-16,,
경기도,고양시일산서구,가좌동,,1.0,2005-05-16,,
경기도,고양시일산서구,구산동,,1.0,2005-05-16,,
경기도,고양시일산서구,법곳동,,1.0,2005-05-16,,
경기도,과천시,,,24.0,1988-04-23,,
경기도,과천시,관문동,,1.0,1988-04-23,,
경기도,과천시,문원동,,2.0,1993-01-15,,
경기도,과천시,갈현동,,3.0,1988-04-23,,
경기도,과천시,막계동,,4.0,1988-04-23,,
경기도,과천시,과천동,,5.0,1988-04-23,,
경기도,과천시,주암동,,6.0,1988-04-23,,
경기도,과천시,중앙동,,7.0,1988-04-23,,
경기도,과천시,원문동,,8.0,1988-04-23,,
경기도,과천시,별양동,,9.0,1988-04-23,,
경기도,과천시,부림동,,10.0,1988-04-23,,
경기도,구리시,,,25.0,1988-04-23,,
경기도,구리시,갈매동,,1.0,1988-04-23,,
경기도,구리시,사노동,,2.0,1988-04-23,,
경기도,구리시,인창동,,3.0,1988-04-23,,
경기도,구리시,교문동,,4.0,1988-04-23,,
경기도,구리시,수택동,,5.0,1996-01-08,,
경기도,구리시,아천동,,6.0,1995-03-02,,
경기도,구리시,토평동,,7.0,1996-01-08,,
경기도,남양주시,,,26.0,1995-01-01,,
경기도,남양주시,호평동,,1.0,1995-01-01,,
경기도,남양주시,평내동,,2.0,1995-01-01,,
경기도,남양주시,금곡동,,3.0,1995-01-01,,
경기도,남양주시,일패동,,4.0,1995-01-01,,
경기도,남양주시,이패동,,5.0,1995-01-01,,
경기도,남양주시,삼패동,,6.0,1995-01-01,,
경기도,남양주시,수석동,,8.0,1995-01-01,,
경기도,남양주시,지금동,,9.0,1995-01-01,,
경기도,남양주시,도농동,,10.0,1995-01-01,,
경기도,남양주시,별내동,,11.0,2012-01-02,,
경기도,남양주시,다산동,,7.0,2017-12-18,,4136010700.0
경기도,남양주시,와부읍,,11.0,1995-01-01,,
경기도,남양주시,와부읍,덕소리,1.0,1995-01-01,,
경기도,남양주시,와부읍,도곡리,2.0,1995-01-01,,
경기도,남양주시,와부읍,팔당리,3.0,1995-01-01,,
경기도,남양주시,와부읍,월문리,4.0,1995-01-01,,
경기도,남양주시,와부읍,율석리,5.0,1995-01-01,,
경기도,남양주시,진접읍,,12.0,1995-01-01,,
경기도,남양주시,진접읍,장현리,1.0,1995-01-01,,
경기도,남양주시,진접읍,내각리,2.0,1995-01-01,,
경기도,남양주시,진접읍,내곡리,3.0,1995-01-01,,
경기도,남양주시,진접읍,연평리,4.0,1995-01-01,,
경기도,남양주시,진접읍,부평리,5.0,1995-01-01,,
경기도,남양주시,진접읍,팔야리,6.0,1995-01-01,,
경기도,남양주시,진접읍,진벌리,7.0,1995-01-01,,
경기도,남양주시,진접읍,금곡리,8.0,1995-01-01,,
경기도,남양주시,화도읍,,13.0,1995-01-01,,
경기도,남양주시,화도읍,마석우리,1.0,1995-01-01,,
경기도,남양주시,화도읍,묵현리,2.0,1995-01-01,,
경기도,남양주시,화도읍,가곡리,3.0,1995-01-01,,
경기도,남양주시,화도읍,구암리,4.0,1995-01-01,,
경기도,남양주시,화도읍,금남리,5.0,1995-01-01,,
경기도,남양주시,화도읍,답내리,6.0,1995-01-01,,
경기도,남양주시,화도읍,월산리,7.0,1995-01-01,,
경기도,남양주시,화도읍,창현리,8.0,1995-01-01,,
경기도,남양주시,화도읍,녹촌리,9.0,1995-01-01,,
경기도,남양주시,화도읍,차산리,10.0,1995-01-01,,
경기도,남양주시,진건읍,,0.0,2001-09-12,,
경기도,남양주시,진건읍,사능리,0.0,2001-09-12,,
경기도,남양주시,진건읍,배양리,0.0,2001-09-12,,
경기도,남양주시,진건읍,진관리,0.0,2001-09-12,,
경기도,남양주시,진건읍,신월리,0.0,2001-09-12,,
경기도,남양주시,진건읍,용정리,0.0,2001-09-12,,
경기도,남양주시,진건읍,송능리,0.0,2001-09-12,,
경기도,남양주시,오남읍,,0.0,2001-09-12,,
경기도,남양주시,오남읍,양지리,0.0,2001-09-12,,
경기도,남양주시,오남읍,팔현리,0.0,2001-09-12,,
경기도,남양주시,오남읍,오남리,0.0,2001-09-12,,
경기도,남양주시,퇴계원읍,,18.0,2019-10-18,,4136037000.0
경기도,남양주시,퇴계원읍,퇴계원리,1.0,2019-10-18,,4136037021.0
경기도,남양주시,별내면,,14.0,1995-01-01,,
경기도,남양주시,별내면,청학리,1.0,1995-01-01,,
경기도,남양주시,별내면,용암리,2.0,1995-01-01,,
경기도,남양주시,별내면,광전리,3.0,1995-01-01,,
경기도,남양주시,수동면,,16.0,1995-01-01,,
경기도,남양주시,수동면,운수리,1.0,1995-01-01,,
경기도,남양주시,수동면,지둔리,2.0,1995-01-01,,
경기도,남양주시,수동면,수산리,3.0,1995-01-01,,
경기도,남양주시,수동면,내방리,4.0,1995-01-01,,
경기도,남양주시,수동면,외방리,5.0,1995-01-01,,
경기도,남양주시,수동면,입석리,6.0,1995-01-01,,
경기도,남양주시,수동면,송천리,7.0,1995-01-01,,
경기도,남양주시,조안면,,17.0,1995-01-01,,
경기도,남양주시,조안면,능내리,1.0,1995-01-01,,
경기도,남양주시,조안면,조안리,2.0,1995-01-01,,
경기도,남양주시,조안면,진중리,3.0,1995-01-01,,
경기도,남양주시,조안면,송촌리,4.0,1995-01-01,,
경기도,남양주시,조안면,삼봉리,5.0,1995-01-01,,
경기도,남양주시,조안면,시우리,6.0,1995-01-01,,
경기도,오산시,,,27.0,1989-01-01,,
경기도,오산시,오산동,,1.0,1989-01-01,,
경기도,오산시,부산동,,2.0,1989-01-01,,
경기도,오산시,원동,,3.0,1991-09-07,,
경기도,오산시,궐동,,4.0,1989-01-01,,
경기도,오산시,청학동,,5.0,1989-01-01,,
경기도,오산시,가장동,,6.0,1989-01-01,,
경기도,오산시,금암동,,7.0,1989-01-01,,
경기도,오산시,수청동,,8.0,1989-01-01,,
경기도,오산시,은계동,,9.0,1995-01-13,,
경기도,오산시,내삼미동,,10.0,1989-01-01,,
경기도,오산시,외삼미동,,11.0,1989-01-01,,
경기도,오산시,양산동,,12.0,1989-01-01,,
경기도,오산시,세교동,,13.0,1989-01-01,,
경기도,오산시,지곶동,,14.0,1989-01-01,,
경기도,오산시,서랑동,,15.0,1989-01-01,,
경기도,오산시,서동,,16.0,1989-01-01,,
경기도,오산시,벌음동,,17.0,1989-01-01,,
경기도,오산시,두곡동,,18.0,1989-01-01,,
경기도,오산시,탑동,,19.0,1989-01-01,,
경기도,오산시,누읍동,,20.0,1998-04-20,,
경기도,오산시,가수동,,21.0,1989-01-01,,
경기도,오산시,고현동,,22.0,1995-04-20,,
경기도,오산시,청호동,,23.0,1995-04-20,,
경기도,오산시,갈곶동,,24.0,1998-04-20,,
경기도,시흥시,,,28.0,,,
경기도,시흥시,대야동,,1.0,,,
경기도,시흥시,신천동,,2.0,,,
경기도,시흥시,방산동,,3.0,,,
경기도,시흥시,포동,,4.0,,,
경기도,시흥시,미산동,,5.0,,,
경기도,시흥시,은행동,,6.0,,,
경기도,시흥시,안현동,,7.0,,,
경기도,시흥시,매화동,,8.0,,,
경기도,시흥시,도창동,,9.0,,,
경기도,시흥시,금이동,,10.0,,,
경기도,시흥시,과림동,,11.0,,,
경기도,시흥시,계수동,,12.0,,,
경기도,시흥시,화정동,,13.0,,,
경기도,시흥시,능곡동,,14.0,,,
경기도,시흥시,하중동,,15.0,,,
경기도,시흥시,하상동,,16.0,,,
경기도,시흥시,광석동,,17.0,,,
경기도,시흥시,물왕동,,18.0,,,
경기도,시흥시,산현동,,19.0,,,
경기도,시흥시,조남동,,20.0,,,
경기도,시흥시,논곡동,,21.0,,,
경기도,시흥시,목감동,,22.0,,,
경기도,시흥시,거모동,,23.0,,,
경기도,시흥시,군자동,,24.0,,,
경기도,시흥시,장현동,,25.0,,,
경기도,시흥시,장곡동,,26.0,,,
경기도,시흥시,월곶동,,27.0,,,
경기도,시흥시,정왕동,,28.0,2021-07-07,,4139013500.0
경기도,시흥시,죽율동,,29.0,,,
경기도,시흥시,무지내동,,30.0,,,
경기도,시흥시,배곧동,,28.0,2021-07-06,,
경기도,군포시,,,29.0,1989-01-01,,
경기도,군포시,당동,,1.0,1989-01-01,,
경기도,군포시,당정동,,2.0,1998-09-30,,
경기도,군포시,부곡동,,3.0,1989-01-01,,
경기도,군포시,산본동,,4.0,1989-01-01,,
경기도,군포시,금정동,,5.0,1989-01-01,,
경기도,군포시,둔대동,,6.0,1994-12-26,,
경기도,군포시,속달동,,7.0,1994-12-26,,
경기도,군포시,대야미동,,8.0,1994-12-26,,
경기도,군포시,도마교동,,9.0,1994-12-26,,
경기도,의왕시,,,30.0,1989-01-01,,
경기도,의왕시,고천동,,1.0,1989-01-01,,
경기도,의왕시,이동,,2.0,1989-01-01,,
경기도,의왕시,삼동,,3.0,1989-01-01,,
경기도,의왕시,왕곡동,,4.0,1989-01-01,,
경기도,의왕시,오전동,,5.0,1989-01-01,,
경기도,의왕시,학의동,,6.0,1989-01-01,,
경기도,의왕시,내손동,,7.0,1989-01-01,,
경기도,의왕시,청계동,,8.0,1989-01-01,,
경기도,의왕시,포일동,,9.0,1989-01-01,,
경기도,의왕시,월암동,,10.0,1989-01-01,,
경기도,의왕시,초평동,,11.0,1989-01-01,,
경기도,하남시,,,31.0,1989-01-01,,
경기도,하남시,천현동,,1.0,1989-01-01,,
경기도,하남시,하산곡동,,2.0,1989-01-01,,
경기도,하남시,창우동,,3.0,1989-01-01,,
경기도,하남시,배알미동,,4.0,1989-01-01,,
경기도,하남시,상산곡동,,5.0,1989-01-01,,
경기도,하남시,신장동,,6.0,1989-01-01,,
경기도,하남시,당정동,,7.0,1989-01-01,,
경기도,하남시,덕풍동,,8.0,1989-01-01,,
경기도,하남시,망월동,,9.0,1989-01-01,,
경기도,하남시,풍산동,,10.0,1989-01-01,,
경기도,하남시,미사동,,11.0,1989-01-01,,
경기도,하남시,선동,,12.0,1989-01-01,,
경기도,하남시,감북동,,13.0,1989-01-01,,
경기도,하남시,감일동,,14.0,1989-01-01,,
경기도,하남시,감이동,,15.0,1989-01-01,,
경기도,하남시,학암동,,16.0,1989-01-01,,
경기도,하남시,교산동,,17.0,1989-01-01,,
경기도,하남시,춘궁동,,18.0,1989-01-01,,
경기도,하남시,하사창동,,19.0,1989-01-01,,
경기도,하남시,상사창동,,20.0,1989-01-01,,
경기도,하남시,항동,,21.0,1989-01-01,,
경기도,하남시,초일동,,22.0,1989-01-01,,
경기도,하남시,초이동,,23.0,1989-01-01,,
경기도,하남시,광암동,,24.0,1992-04-16,,
경기도,용인시,,,32.0,1996-03-01,,
경기도,용인시처인구,,,1.0,2005-10-31,,
경기도,용인시처인구,김량장동,,1.0,2005-10-31,,
경기도,용인시처인구,역북동,,1.0,2005-10-31,,
경기도,용인시처인구,삼가동,,1.0,2005-10-31,,
경기도,용인시처인구,남동,,1.0,2005-10-31,,
경기도,용인시처인구,유방동,,1.0,2005-10-31,,
경기도,용인시처인구,고림동,,1.0,2005-10-31,,
경기도,용인시처인구,마평동,,1.0,2005-10-31,,
경기도,용인시처인구,운학동,,1.0,2005-10-31,,
경기도,용인시처인구,호동,,1.0,2005-10-31,,
경기도,용인시처인구,해곡동,,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,삼계리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,금어리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,둔전리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,영문리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,마성리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,가실리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,전대리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,유운리,1.0,2005-10-31,,
경기도,용인시처인구,포곡읍,신원리,1.0,2005-10-31,,
경기도,용인시처인구,모현읍,,0.0,2017-12-11,,4146131000.0
경기도,용인시처인구,모현읍,왕산리,0.0,2017-12-11,,4146131021.0
경기도,용인시처인구,모현읍,갈담리,0.0,2017-12-11,,4146131022.0
경기도,용인시처인구,모현읍,초부리,0.0,2017-12-11,,4146131023.0
경기도,용인시처인구,모현읍,일산리,0.0,2017-12-11,,4146131024.0
경기도,용인시처인구,모현읍,매산리,0.0,2017-12-11,,4146131025.0
경기도,용인시처인구,모현읍,동림리,0.0,2017-12-11,,4146131026.0
경기도,용인시처인구,모현읍,능원리,0.0,2017-12-11,,4146131027.0
경기도,용인시처인구,모현읍,오산리,0.0,2017-12-11,,4146131028.0
경기도,용인시처인구,이동읍,,0.0,2017-12-11,,4146133000.0
경기도,용인시처인구,이동읍,송전리,0.0,2017-12-11,,4146133021.0
경기도,용인시처인구,이동읍,어비리,0.0,2017-12-11,,4146133022.0
경기도,용인시처인구,이동읍,묘봉리,0.0,2017-12-11,,4146133023.0
경기도,용인시처인구,이동읍,화산리,0.0,2017-12-11,,4146133024.0
경기도,용인시처인구,이동읍,시미리,0.0,2017-12-11,,4146133025.0
경기도,용인시처인구,이동읍,덕성리,0.0,2017-12-11,,4146133026.0
경기도,용인시처인구,이동읍,묵리,0.0,2017-12-11,,4146133027.0
경기도,용인시처인구,이동읍,천리,0.0,2017-12-11,,4146133028.0
경기도,용인시처인구,이동읍,서리,0.0,2017-12-11,,4146133029.0
경기도,용인시처인구,남사읍,,1.0,2021-04-06,,4146132000.0
경기도,용인시처인구,남사읍,봉무리,1.0,2021-04-06,,4146132021.0
경기도,용인시처인구,남사읍,북리,1.0,2021-04-06,,4146132022.0
경기도,용인시처인구,남사읍,통삼리,1.0,2021-04-06,,4146132023.0
경기도,용인시처인구,남사읍,봉명리,1.0,2021-04-06,,4146132024.0
경기도,용인시처인구,남사읍,진목리,1.0,2021-04-06,,4146132025.0
경기도,용인시처인구,남사읍,원암리,1.0,2021-04-06,,4146132026.0
경기도,용인시처인구,남사읍,전궁리,1.0,2021-04-06,,4146132027.0
경기도,용인시처인구,남사읍,방아리,1.0,2021-04-06,,4146132028.0
경기도,용인시처인구,남사읍,창리,1.0,2021-04-06,,4146132029.0
경기도,용인시처인구,남사읍,아곡리,1.0,2021-04-06,,4146132030.0
경기도,용인시처인구,남사읍,완장리,1.0,2021-04-06,,4146132031.0
경기도,용인시처인구,원삼면,,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,고당리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,사암리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,좌항리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,맹리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,미평리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,두창리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,독성리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,죽능리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,목신리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,학일리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,문촌리,1.0,2005-10-31,,
경기도,용인시처인구,원삼면,가재월리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,,1.0,2005-10-31,,
경기도,용인시처인구,백암면,백암리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,박곡리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,백봉리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,고안리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,옥산리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,장평리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,석천리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,용천리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,근삼리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,근창리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,근곡리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,가창리,1.0,2005-10-31,,
경기도,용인시처인구,백암면,가좌리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,,1.0,2005-10-31,,
경기도,용인시처인구,양지면,양지리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,남곡리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,평창리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,제일리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,추계리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,식금리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,정수리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,대대리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,주북리,1.0,2005-10-31,,
경기도,용인시처인구,양지면,송문리,1.0,2005-10-31,,
경기도,용인시기흥구,,,1.0,2005-10-31,,
경기도,용인시기흥구,신갈동,,1.0,2005-10-31,,
경기도,용인시기흥구,구갈동,,1.0,2005-10-31,,
경기도,용인시기흥구,상갈동,,1.0,2005-10-31,,
경기도,용인시기흥구,하갈동,,1.0,2005-10-31,,
경기도,용인시기흥구,보라동,,1.0,2005-10-31,,
경기도,용인시기흥구,지곡동,,1.0,2005-10-31,,
경기도,용인시기흥구,공세동,,1.0,2005-10-31,,
경기도,용인시기흥구,고매동,,1.0,2005-10-31,,
경기도,용인시기흥구,농서동,,1.0,2005-10-31,,
경기도,용인시기흥구,서천동,,1.0,2005-10-31,,
경기도,용인시기흥구,영덕동,,1.0,2005-10-31,,
경기도,용인시기흥구,언남동,,1.0,2005-10-31,,
경기도,용인시기흥구,마북동,,1.0,2005-10-31,,
경기도,용인시기흥구,청덕동,,1.0,2005-10-31,,
경기도,용인시기흥구,동백동,,1.0,2005-10-31,,
경기도,용인시기흥구,중동,,1.0,2005-10-31,,
경기도,용인시기흥구,상하동,,1.0,2005-10-31,,
경기도,용인시기흥구,보정동,,1.0,2005-10-31,,
경기도,용인시수지구,,,1.0,2005-10-31,,
경기도,용인시수지구,풍덕천동,,1.0,2005-10-31,,
경기도,용인시수지구,죽전동,,1.0,2005-10-31,,
경기도,용인시수지구,동천동,,1.0,2005-10-31,,
경기도,용인시수지구,고기동,,1.0,2005-10-31,,
경기도,용인시수지구,신봉동,,1.0,2005-10-31,,
경기도,용인시수지구,성복동,,1.0,2005-10-31,,
경기도,용인시수지구,상현동,,1.0,2005-10-31,,
경기도,파주시,,,33.0,1996-03-01,,
경기도,파주시,금촌동,,1.0,1996-03-01,,
경기도,파주시,아동동,,2.0,1996-03-01,,
경기도,파주시,야동동,,4.0,1996-03-01,,
경기도,파주시,검산동,,5.0,1996-03-01,,
경기도,파주시,맥금동,,6.0,1996-03-01,,
경기도,파주시,교하동,,,2011-07-25,,
경기도,파주시,야당동,,,2011-07-25,,
경기도,파주시,다율동,,,2011-07-25,,
경기도,파주시,오도동,,,2011-07-25,,
경기도,파주시,상지석동,,,2011-07-25,,
경기도,파주시,산남동,,,2011-07-25,,
경기도,파주시,동패동,,,2011-07-25,,
경기도,파주시,당하동,,,2011-07-25,,
경기도,파주시,문발동,,,2011-07-25,,
경기도,파주시,송촌동,,,2011-07-25,,
경기도,파주시,목동동,,,2011-07-25,,
경기도,파주시,하지석동,,,2011-07-29,,
경기도,파주시,서패동,,,2011-07-29,,
경기도,파주시,신촌동,,,2011-07-29,,
경기도,파주시,연다산동,,,2011-07-29,,
경기도,파주시,와동동,,,2011-07-29,,
경기도,파주시,금릉동,,,2013-02-22,,
경기도,파주시,문산읍,,7.0,1996-03-01,,
경기도,파주시,문산읍,문산리,1.0,1996-03-01,,
경기도,파주시,문산읍,당동리,2.0,1996-03-01,,
경기도,파주시,문산읍,선유리,3.0,1996-03-01,,
경기도,파주시,문산읍,임진리,4.0,1996-03-01,,
경기도,파주시,문산읍,운천리,5.0,1996-03-01,,
경기도,파주시,문산읍,사목리,6.0,1996-03-01,,
경기도,파주시,문산읍,마정리,7.0,1996-03-01,,
경기도,파주시,문산읍,장산리,8.0,1996-03-01,,
경기도,파주시,문산읍,내포리,9.0,1996-03-01,,
경기도,파주시,문산읍,이천리,10.0,1996-03-01,,
경기도,파주시,파주읍,,8.0,1996-03-01,,
경기도,파주시,파주읍,봉서리,1.0,1996-03-01,,
경기도,파주시,파주읍,향양리,2.0,1996-03-01,,
경기도,파주시,파주읍,부곡리,3.0,1996-03-01,,
경기도,파주시,파주읍,봉암리,4.0,1996-03-01,,
